"","Name","Region","Timing","1983-1976","1984-1977","1985-1978","1986-1979","1987-1980","1988-1981","1989-1982","1990-1983","1991-1984","1992-1985","1993-1986","1994-1987","1995-1988","1996-1989","1997-1990","1998-1991","1999-1992","2000-1993","2001-1994","2002-1995","2003-1996","2004-1997","2005-1998","2006-1999","2007-2000","2008-2001","2009-2002","2010-2003","2011-2004","2012-2005","2013-2006","2014-2007","2015-2008","2016-2009","2017-2010","2018-2011","2019-2012"
"26","Agela","Libo Kemkem","Late","75","75","75","75","62","75","75","75","75","75","75","75","75","75","73","75","75","75","75","75","75","59","75","75","75","75","75","75","75","75","75","75","75","75","75","75","73"
"27","Agid","Libo Kemkem","Late","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","72","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75"
"28","AlemeTesfa","Enesie Sar Midir","Late","54","58","75","75","53","75","75","69","75","33","50","75","69","75","75","75","75","75","75","73","75","60","75","38","75","75","75","71","70","75","75","68","28","75","75","75","75"
"29","AmdiWeyane","Samre","Late","36","51","61","75","52","75","44","52","75","50","75","75","67","75","75","75","75","75","50","45","61","68","75","75","75","73","75","75","58","74","69","67","46","75","61","69","72"
"30","Amedwuha","Emba-Alaje","Late","35","12","69","37","20","50","51","49","56","50","50","73","52","72","75","72","58","70","50","39","46","45","48","50","75","52","44","50","65","69","54","41","37","75","64","57","46"
"31","Ameno","Libo Kemkem","Late","73","73","75","75","59","75","75","75","75","63","74","75","62","75","62","75","75","75","75","75","75","58","75","75","75","75","75","68","75","75","75","73","75","75","75","75","75"
"32","Amisetya","Ibinat","Late","50","57","75","60","31","75","62","56","75","53","50","75","58","75","75","75","75","75","75","62","75","54","75","50","75","75","65","64","75","75","69","71","62","75","75","66","62"
"33","Angot","Goncha Siso Enesie","Late","54","59","72","75","54","75","75","72","75","50","50","75","75","75","75","75","75","75","75","75","75","54","75","50","75","75","75","75","69","75","75","75","75","75","75","75","75"
"34","Anigot","Libo Kemkem","Late","75","75","75","75","62","75","75","75","75","75","75","75","75","75","73","75","75","75","75","75","75","59","75","75","75","75","75","75","75","75","75","75","75","75","75","75","73"
"35","Ansheb","Shebel Berenta","Late","54","54","75","75","27","75","75","61","64","32","75","75","72","75","75","75","75","75","75","72","75","54","75","62","75","75","75","67","75","75","75","75","41","75","75","75","75"
"36","AquaShumoch","Ibinat","Late","75","59","75","75","45","75","75","75","75","66","50","75","59","75","61","75","75","75","75","75","75","55","75","75","75","75","63","64","75","75","75","75","75","75","75","50","70"
"37","Aquha","Ibinat","Late","49","60","75","75","40","75","59","56","75","54","50","75","59","75","75","75","75","75","75","66","69","53","75","68","75","75","64","71","75","75","69","71","58","75","75","66","47"
"38","Arena","Werieleke","Late","47","53","75","75","39","75","68","50","75","55","75","75","75","59","50","75","75","70","59","53","66","54","75","75","75","71","75","65","71","75","62","75","73","73","71","75","42"
"39","Asmena","SaesiTsaedaemba","Late","22","12","48","39","8","70","11","49","17","50","40","70","65","31","50","73","69","50","34","22","25","27","48","34","75","52","34","46","39","40","62","50","21","55","43","72","37"
"40","Asta","Libo Kemkem","Late","75","75","75","60","60","75","75","75","75","70","75","75","75","75","63","75","75","75","75","75","75","58","75","75","74","75","75","70","75","75","75","75","75","75","75","75","75"
"41","Atakilti","KolaTembien","Late","75","59","75","75","75","75","75","50","58","67","75","75","75","75","75","75","75","69","75","58","75","54","75","75","75","75","75","61","75","75","72","75","75","75","75","75","75"
"42","AwetBikalsi","KolaTembien","Late","69","49","75","75","45","75","64","50","60","55","75","75","75","64","75","75","75","71","66","59","57","51","75","45","75","75","66","58","74","75","63","64","74","75","56","62","75"
"43","AwusaMeda","Enesie Sar Midir","Late","54","58","75","75","53","75","75","69","75","33","50","75","69","75","75","75","75","75","75","73","75","60","75","38","75","75","75","71","70","75","75","68","28","75","75","75","75"
"44","Ayba","Emba-Alaje","Late","37","0","46","54","8","53","36","51","52","50","44","46","27","38","75","75","52","48","38","30","38","30","40","50","75","53","38","50","63","57","51","25","24","63","34","34","27"
"45","Aynalem","KinteAwelo","Late","41","26","45","75","13","75","50","50","75","50","71","75","75","75","61","72","75","62","68","25","29","45","50","41","75","49","56","75","75","58","63","72","69","60","51","69","47"
"46","Bala","RayaAzebo","Late","27","0","48","35","16","50","63","34","50","41","50","61","53","60","50","75","58","42","50","57","53","23","54","75","75","60","53","50","50","50","50","25","0","50","56","61","66"
"47","Balarab","Ibinat","Late","50","57","75","60","31","75","62","56","75","53","50","75","58","75","75","75","75","75","75","62","75","54","75","50","75","75","65","64","75","75","69","71","62","75","75","66","62"
"48","Bamba","Samre","Late","51","59","75","75","61","75","54","47","75","52","75","75","75","72","75","75","75","69","67","54","70","68","75","68","75","75","67","75","75","75","65","75","48","75","72","73","75"
"49","BarkaAdiswha","Atsbi","Late","47","34","73","75","12","58","30","51","61","50","65","75","75","75","75","66","75","41","42","20","24","39","54","34","75","44","50","75","45","56","55","51","41","62","31","72","27"
"50","Begasheka","KolaTembien","Late","75","56","75","75","75","75","75","50","75","68","75","75","75","75","75","75","75","69","75","58","75","52","75","75","75","75","75","61","75","75","66","75","66","75","75","68","75"
"51","Berlay","Enesie Sar Midir","Late","54","58","75","52","53","75","75","69","72","29","50","75","70","75","75","75","75","75","75","72","75","61","75","29","75","75","75","75","69","63","75","62","44","75","75","75","75"
"52","Betgebez","Ahferom","Late","52","49","75","71","17","75","49","74","60","55","75","75","72","32","75","75","75","54","55","51","58","50","56","31","75","75","70","56","37","51","61","75","51","75","55","75","28"
"53","Bethans","Adwa","Late","54","75","75","75","75","75","63","61","75","74","75","75","75","75","75","75","75","75","75","72","75","52","74","74","75","75","75","60","66","75","66","75","63","75","75","75","65"
"54","BilbWuha","Libo Kemkem","Late","75","75","75","75","75","75","71","66","75","65","75","75","75","75","66","75","75","75","75","75","75","54","75","75","70","75","75","75","75","75","75","75","75","75","75","75","75"
"55","Birkutea","Libo Kemkem","Late","75","75","75","75","61","75","75","75","75","74","75","75","62","75","69","75","75","75","75","75","72","55","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75"
"56","Boneya","Shebel Berenta","Late","53","52","67","75","55","75","75","75","75","50","75","75","73","75","75","75","75","75","75","73","75","55","75","75","75","75","75","68","75","75","75","75","54","75","75","75","75"
"57","Burkoche","Ibinat","Late","50","62","71","72","31","75","63","67","75","53","50","75","56","75","75","75","75","75","60","61","69","48","75","74","75","75","64","65","75","75","68","74","53","65","75","64","72"
"58","Cheli","Samre","Late","51","48","75","75","58","75","63","55","75","53","75","75","71","75","75","75","75","75","63","42","67","68","75","68","75","75","59","75","75","75","75","75","41","75","75","75","75"
"59","Darubekeda","Ofla","Late","33","0","63","45","13","50","44","50","66","30","49","50","53","60","75","75","75","61","50","75","40","35","63","75","75","53","41","50","54","50","62","53","6","50","70","53","58"
"60","Deberkerbye","Medebay-Zana","Late","75","75","75","75","75","75","75","68","75","75","75","75","75","75","75","75","75","75","75","75","75","69","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75"
"61","DeberAbaJale","Ibinat","Late","75","51","75","75","57","75","75","75","75","62","75","75","61","75","64","75","75","75","75","75","75","54","75","75","75","75","75","71","75","75","75","75","75","75","75","75","72"
"62","DebrAbay","Enesie Sar Midir","Late","53","58","75","53","51","75","75","55","66","42","41","75","63","75","75","75","75","75","74","74","75","57","75","35","75","75","75","75","61","58","75","62","49","75","75","75","75"
"63","DebreAliays","Enesie Sar Midir","Late","53","59","75","50","38","75","75","74","75","30","50","75","59","75","75","75","75","75","75","75","75","60","75","50","75","75","74","75","61","60","75","62","37","75","75","75","75"
"64","Debrebirhan","Hawzien","Late","41","36","75","75","14","75","38","47","53","50","75","75","75","66","70","75","75","61","45","19","34","45","53","33","75","58","56","75","75","65","67","54","67","58","55","68","34"
"65","Debrebrhan","KinteAwelo","Late","38","37","46","75","18","61","50","46","75","33","74","75","75","75","64","72","75","43","70","28","33","45","53","66","75","75","57","75","65","75","64","71","68","59","58","59","45"
"66","DebreGenet","Enesie Sar Midir","Late","54","58","75","70","53","75","75","70","75","31","50","75","75","75","75","75","75","75","70","75","75","61","75","29","75","75","75","75","69","64","75","75","50","75","75","75","75"
"67","DebreGenetA","Adwa","Late","75","54","75","75","58","75","75","55","75","75","75","75","75","75","75","75","75","72","50","75","75","53","75","75","75","75","75","59","75","75","67","75","69","75","74","75","58"
"68","DebreGenetK","KolaTembien","Late","75","56","75","75","75","75","75","47","75","58","75","75","75","57","75","75","75","74","74","58","72","63","75","75","75","75","75","61","75","75","64","75","66","75","75","66","75"
"69","DebreGeorgis","Enesie Sar Midir","Late","54","58","75","75","53","75","75","69","75","33","50","75","69","75","75","75","75","75","75","73","75","60","75","38","75","75","75","71","70","75","75","68","28","75","75","75","75"
"70","DebreKidusan","Enesie Sar Midir","Late","53","58","75","65","53","75","75","55","66","33","49","72","71","74","59","75","75","75","71","75","75","60","75","36","75","75","75","75","69","66","75","75","41","75","75","75","75"
"71","Debremawie","Enesie Sar Midir","Late","54","58","75","52","53","75","75","69","72","29","50","75","70","75","75","75","75","75","75","72","75","61","75","29","75","75","75","75","69","63","75","62","44","75","75","75","75"
"72","Debreselam","Hawzien","Late","42","74","75","75","36","75","67","50","60","55","75","75","75","39","50","75","75","69","60","25","50","50","64","49","75","63","60","57","65","75","74","75","69","61","70","75","57"
"73","Debrinetseb","KolaTembien","Late","75","75","75","75","75","75","75","56","75","75","75","75","75","75","75","75","75","71","75","58","75","56","75","75","75","75","75","61","75","75","74","75","75","75","75","75","75"
"74","Dekera","Samre","Late","51","58","75","75","57","75","63","51","75","50","75","75","59","75","75","75","75","75","68","45","60","74","75","75","75","70","63","75","57","68","75","75","41","74","75","75","75"
"75","DembezaAmbaLay","Enesie Sar Midir","Late","54","58","75","52","53","75","75","69","72","29","50","75","70","75","75","75","75","75","75","72","75","61","75","29","75","75","75","75","69","63","75","62","44","75","75","75","75"
"76","Derit","Goncha Siso Enesie","Late","54","60","71","75","54","75","75","75","75","36","50","75","75","75","75","75","75","75","75","73","75","50","75","75","75","75","75","75","68","75","75","75","75","75","75","75","75"
"77","Derita","Libo Kemkem","Late","75","75","75","60","60","75","75","75","75","70","75","75","75","75","63","75","75","75","75","75","75","58","75","75","74","75","75","70","75","75","75","75","75","75","75","75","75"
"78","Dinkashena","Ofla","Late","35","25","75","45","9","75","42","50","75","25","50","50","54","61","75","75","75","70","50","66","45","50","63","50","75","58","58","50","54","57","75","53","20","50","75","55","62"
"79","Ebo","RayaAzebo","Late","36","0","41","25","7","53","31","43","50","25","43","31","30","34","50","62","60","29","42","25","38","3","40","50","75","39","37","49","47","45","54","25","7","62","39","22","33"
"80","Edagaarbi","Ahferom","Late","39","22","75","54","31","68","36","48","37","50","75","75","64","29","50","75","75","54","48","30","54","50","60","33","75","64","40","41","51","57","69","75","64","62","73","75","37"
"81","EmbaAhfrom","Ahferom","Late","42","58","75","71","37","75","65","50","35","57","75","75","73","43","52","75","75","54","49","44","60","50","60","58","75","72","75","53","45","62","66","75","70","68","73","75","44"
"82","EmbachekoGunaguna","Ibinat","Late","75","59","75","75","45","75","75","75","75","66","50","75","59","75","61","75","75","75","75","75","75","55","75","75","75","75","63","64","75","75","75","75","75","75","75","50","70"
"83","EndaBagerima","Adwa","Late","53","49","75","75","66","75","54","55","75","70","75","75","75","75","75","75","75","65","57","67","75","50","72","73","75","75","75","56","62","73","66","75","60","75","75","75","50"
"84","Endabano","KolaTembien","Late","75","53","75","75","61","75","75","50","75","55","75","75","75","50","75","75","75","69","68","59","63","47","75","54","75","75","62","71","75","75","69","65","70","75","70","68","75"
"85","Endachiwa","WiereLahe","Late","75","54","75","75","58","75","75","55","75","75","75","75","75","75","75","75","75","72","50","75","75","53","75","75","75","75","75","59","75","75","67","75","69","75","74","75","58"
"86","EndaFelasi","Werieleke","Late","67","53","75","75","60","75","75","54","75","69","75","75","75","75","50","75","75","75","50","59","71","58","75","55","75","75","75","68","75","75","68","75","75","75","75","75","75"
"87","Endagahamus","WiereLahe","Late","73","53","75","75","62","75","75","50","75","71","75","75","75","66","50","75","75","75","50","59","70","54","75","75","75","75","75","67","75","75","63","75","71","75","65","75","62"
"88","Endamariam","Ahferom","Late","40","51","75","61","36","75","49","61","39","38","75","75","75","34","57","75","75","54","44","43","56","48","48","31","75","71","75","51","37","54","62","75","63","63","57","75","31"
"89","Erba","Raya Azebo","Late","32","8","47","35","13","50","46","38","50","41","45","60","53","51","50","75","74","36","50","54","48","23","53","50","75","59","48","50","50","50","50","25","5","50","54","62","47"
"90","Esiret","Samre","Late","51","48","75","75","58","75","63","55","75","53","75","75","71","75","75","75","75","75","63","42","67","68","75","68","75","75","59","75","75","75","75","75","41","75","75","75","75"
"91","Estifanos","Libo Kemkem","Late","75","75","75","75","61","75","75","75","75","74","75","75","62","75","69","75","75","75","75","75","72","55","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75"
"92","Fala","Ofla","Late","28","0","71","48","16","50","68","50","75","46","49","75","54","59","70","75","75","58","50","69","46","34","73","75","75","58","42","50","54","50","64","37","0","50","55","67","59"
"93","Felegehiwot","Enesie Sar Midir","Late","54","58","75","70","53","75","75","70","75","31","50","75","75","75","75","75","75","75","70","75","75","61","75","29","75","75","75","75","69","64","75","75","50","75","75","75","75"
"94","FelegeWayane","Atsbi","Late","50","33","74","57","11","60","29","50","57","50","65","75","75","57","54","69","75","41","46","20","24","30","50","29","75","58","39","75","40","38","55","50","30","60","31","75","25"
"95","FikreAlem","Hintalo Wajerat","Late","32","14","59","75","35","50","35","43","71","30","75","62","60","68","66","75","75","56","42","33","44","22","61","51","75","48","75","58","64","75","71","33","36","68","51","43","37"
"96","Filatako","Goncha Siso Enesie","Late","54","60","71","75","54","75","75","75","75","36","50","75","75","75","75","75","75","75","75","73","75","50","75","75","75","75","75","75","68","75","75","75","75","75","75","75","75"
"97","Gebsit","Shebel Berenta","Late","54","54","75","75","27","75","75","61","64","32","75","75","72","75","75","75","75","75","75","72","75","54","75","62","75","75","75","67","75","75","75","75","41","75","75","75","75"
"98","Gedayasu","Shebel Berenta","Late","54","54","75","75","27","75","75","61","64","32","75","75","72","75","75","75","75","75","75","72","75","54","75","62","75","75","75","67","75","75","75","75","41","75","75","75","75"
"99","GelaMatebiya","Ibinat","Late","60","35","75","75","31","75","75","65","75","55","50","75","59","75","75","75","75","75","75","70","75","54","75","75","75","75","74","58","75","75","75","73","67","75","75","75","57"
"100","Gendebta","Adwa","Late","53","49","75","75","66","75","54","55","75","70","75","75","75","75","75","75","75","65","57","67","75","50","72","73","75","75","75","56","62","73","66","75","60","75","75","75","50"
"101","Geneti","RayaAzebo","Late","35","8","41","25","9","53","32","48","50","25","42","36","46","43","50","67","58","46","41","29","39","14","42","50","75","49","36","50","47","39","50","25","7","63","39","48","39"
"102","Genfel","KinteAwelo","Late","36","24","47","75","11","62","36","54","52","48","65","75","75","75","60","68","75","58","42","23","27","40","47","41","75","47","50","75","63","52","60","52","67","62","36","71","20"
"103","Gera","TanquaAbergele","Late","75","46","75","75","60","75","68","44","75","59","75","75","75","71","75","75","75","71","67","60","68","69","75","66","75","75","72","75","75","75","60","75","50","75","75","75","75"
"104","Gerjale","Alamata","Late","33","8","46","35","13","50","53","39","50","41","50","61","53","58","50","75","57","35","50","55","53","24","62","75","75","60","50","50","50","50","50","25","0","50","56","64","43"
"105","GetskiMilesiley","KolaTembien","Late","71","60","75","75","71","75","75","50","58","55","75","75","75","50","75","75","75","73","62","58","68","55","75","50","75","75","75","61","75","75","64","64","69","75","72","75","75"
"106","Gijet","Samre","Late","39","46","75","75","47","75","65","45","57","47","71","75","75","71","52","75","75","62","70","33","56","50","73","29","75","75","56","52","75","75","65","67","75","69","74","62","66"
"107","Ginaza","Libo Kemkem","Late","75","75","75","75","62","75","75","75","75","75","74","75","75","75","75","75","75","75","75","75","75","60","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75"
"108","Golgolemalee","Atsbi","Late","50","33","74","57","11","60","29","50","57","50","65","75","75","57","54","69","75","41","46","20","24","30","50","29","75","58","39","75","40","38","55","50","30","60","31","75","25"
"109","Goshedur","Enesie Sar Midir","Late","54","58","75","70","53","75","75","70","75","31","50","75","75","75","75","75","75","75","70","75","75","61","75","29","75","75","75","75","69","64","75","75","50","75","75","75","75"
"110","Goza","Libo Kemkem","Late","75","75","75","75","75","75","71","66","75","65","75","75","75","75","66","75","75","75","75","75","75","54","75","75","70","75","75","75","75","75","75","75","75","75","75","75","75"
"111","Grwre","Tanqua-Abergele","Late","75","52","75","75","56","75","69","50","75","61","74","75","75","75","75","75","75","74","66","62","66","64","75","75","75","75","75","75","75","75","72","75","58","75","75","75","75"
"112","GuemseAgamet","SaesiTsaedaemba","Late","44","42","65","36","32","62","25","43","25","50","36","75","75","30","50","70","72","56","47","16","18","40","47","25","75","52","44","75","49","40","64","44","53","54","53","72","31"
"113","Guroro","KolaTembien","Late","75","75","75","75","75","75","75","56","75","75","75","75","75","75","75","75","75","71","75","58","75","56","75","75","75","75","75","61","75","75","74","75","75","75","75","75","75"
"114","Guya","KolaTembien","Late","75","75","75","75","75","75","75","52","75","75","75","75","75","75","75","75","75","69","75","58","75","57","75","67","75","75","75","75","75","75","75","75","73","75","75","71","75"
"115","Habees","Atsbi","Late","47","34","73","75","12","58","30","51","61","50","65","75","75","75","75","66","75","41","42","20","24","39","54","34","75","44","50","75","45","56","55","51","41","62","31","72","27"
"116","Hadashtekli","Tanqua-Abergele","Late","75","48","75","75","61","75","64","44","75","59","74","75","75","70","75","75","75","71","67","62","74","68","75","75","75","75","75","75","75","75","59","75","63","75","75","75","75"
"117","HadeAlga","RayaAzebo","Late","34","8","46","26","10","54","29","44","50","25","37","33","49","48","50","75","59","28","40","29","32","14","43","50","75","49","31","50","47","49","50","25","11","45","48","52","37"
"118","HadnetK","KinteAwelo","Late","50","37","59","75","17","61","38","46","52","27","65","75","75","75","65","64","75","41","38","24","28","35","54","66","75","36","56","75","63","54","58","52","47","63","32","64","40"
"119","HadnetS","SaesiTsaedaemba","Late","28","44","60","49","29","64","33","37","33","50","48","75","72","30","50","73","71","61","43","25","22","43","60","25","75","55","52","53","61","49","70","55","68","56","43","68","37"
"120","HadushAdi","SaesiTsaedaemba","Late","30","11","58","36","31","68","22","43","25","50","34","75","71","30","50","72","70","59","42","20","17","39","47","26","75","50","47","50","41","46","66","50","20","55","38","75","38"
"121","HadushHiwet","SaesiTsaedaemba","Late","22","12","48","39","8","70","11","49","17","50","40","70","65","31","50","73","69","50","34","22","25","27","48","34","75","52","34","46","39","40","62","50","21","55","43","72","37"
"122","HagereGenet","Enesie Sar Midir","Late","53","58","75","65","53","75","75","55","66","33","49","72","71","74","59","75","75","75","71","75","75","60","75","36","75","75","75","75","69","66","75","75","41","75","75","75","75"
"123","HagereSelamE","Enesie Sar Midir","Late","53","58","75","53","51","75","75","55","66","42","41","75","63","75","75","75","75","75","74","74","75","57","75","35","75","75","75","75","61","58","75","62","49","75","75","75","75"
"124","HagereSelamW","Hintalo Wajerat","Late","33","39","74","75","34","64","25","43","62","25","75","56","63","66","63","75","75","47","35","33","46","29","71","53","75","57","75","52","75","75","69","47","42","75","53","48","38"
"125","Hangoda","SaesiTsaedaemba","Late","28","44","60","49","29","64","33","37","33","50","48","75","72","30","50","73","71","61","43","25","22","43","60","25","75","55","52","53","61","49","70","55","68","56","43","68","37"
"126","Hareko","Hintalo Wajerat","Late","35","18","54","75","62","75","35","43","75","30","75","75","61","75","66","66","75","75","48","42","56","40","75","51","75","63","75","59","56","75","61","34","40","68","63","51","55"
"127","Hawelti","RayaAzebo","Late","35","8","41","25","9","53","32","48","50","25","42","36","46","43","50","67","58","46","41","29","39","14","42","50","75","49","36","50","47","39","50","25","7","63","39","48","39"
"128","Hayelom","KinteAwelo","Late","41","26","45","75","13","75","50","50","75","50","71","75","75","75","61","72","75","62","68","25","29","45","50","41","75","49","56","75","75","58","63","72","69","60","51","69","47"
"129","Hintsa","Samre","Late","36","51","61","75","52","75","44","52","75","50","75","75","67","75","75","75","75","75","50","45","61","68","75","75","75","73","75","75","58","74","69","67","46","75","61","69","72"
"130","HintsaWaza","Samre","Late","36","51","61","75","52","75","44","52","75","50","75","75","67","75","75","75","75","75","50","45","61","68","75","75","75","73","75","75","58","74","69","67","46","75","61","69","72"
"131","HizbaTeklehymanot","Endamekoni","Late","35","6","40","38","11","50","57","45","28","30","46","56","27","40","75","63","59","62","46","54","40","39","42","50","75","53","56","50","53","47","50","25","32","62","46","52","36"
"132","ImbaRufael","TanquaAbergele","Late","75","46","75","75","60","75","68","44","75","59","75","75","75","71","75","75","75","71","67","60","68","69","75","66","75","75","72","75","75","75","60","75","50","75","75","75","75"
"133","Jijqe","Tanqua-Abergele","Late","75","50","75","75","75","75","75","46","75","61","75","75","75","75","75","75","75","72","75","62","73","68","75","75","75","75","75","75","75","75","67","75","63","75","75","75","75"
"134","JimanDeregeha","Ibinat","Late","75","32","75","75","31","75","75","75","75","55","50","75","59","75","75","75","75","75","75","75","75","54","75","75","75","75","71","58","75","75","75","74","75","75","75","75","59"
"135","Jira","Naeder-Adet","Late","75","75","75","75","75","75","75","62","75","75","75","75","75","75","75","75","75","75","75","71","75","65","75","75","75","75","75","75","75","75","75","75","67","75","75","75","75"
"136","kabe","Libo Kemkem","Late","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","69","75"
"137","Karima","Shebel Berenta","Late","54","62","75","75","36","75","75","59","75","56","75","75","75","75","74","75","75","75","75","69","75","56","75","57","75","75","75","62","75","75","75","75","46","75","75","75","75"
"138","Keregna","Libo Kemkem","Late","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","72","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75"
"139","Kihen","KinteAwelo","Late","50","44","68","75","20","63","31","47","68","42","75","75","75","75","66","73","75","43","48","28","31","45","52","75","75","66","63","75","63","70","55","63","53","67","33","53","47"
"140","Kita","Ibinat","Late","47","54","75","75","31","75","75","72","75","54","50","75","57","75","74","75","75","75","68","54","75","54","75","49","75","75","71","55","75","75","67","64","63","68","75","66","73"
"141","Korme","RayaAzebo","Late","33","8","46","35","13","50","53","39","50","41","50","61","53","58","50","75","57","35","50","55","53","24","62","75","75","60","50","50","50","50","50","25","0","50","56","64","43"
